-0.034468+0.3386i
-0.38559+1.3433i
-0.32667-1.1551i
0.29835+0.28817i
1.8607-1.2718i
-2.1908+18.13i
-32.093+40.722i
-44.927+20.082i
-52.109+9.816i
-52.726+10.187i
-44.931+19.398i
-32.082+40.578i
-1.4915+17.868i
1.6337-1.1911i
0.2401+0.3624i
-0.47288-0.92204i
0.07186+1.2227i
0.53955+0.76604i
-0.46182-0.36943i
0.57547+0.52678i
-0.37886-0.39461i
3.4025+7.4894i
0.56597+25.06i
-9.4413+21.652i
-14.612+20.258i
-14.783+20.179i
-9.875+22.435i
0.68365+26.606i
3.6729+7.441i
-0.41187-0.50999i
0.49472+0.42199i
-0.48243-0.44888i
0.70678+0.90638i
0.33555+0.098177i
-0.41639-0.22927i
0.48821-0.27879i
-0.61591+0.093478i
1.7407-1.723i
4.6911-2.1197i
4.3956-0.35617i
5.0732+0.75762i
5.6017+0.06736i
5.1078-0.43321i
5.2836-2.4422i
1.5747-1.9335i
-0.6267+0.018104i
0.46901+0.021013i
-0.39602-0.18442i
0.61856-0.027768i
0.1776-0.11991i
-0.087357+0.25843i
-0.053366-0.17598i
0.2238+0.31396i
-1.3808+0.91281i
-2.9231-0.085744i
-2.7243-0.24248i
-2.5869-1.2709i
-2.4558-1.3351i
-3.2381-0.552i
-3.0865+0.51894i
-1.1579+1.1913i
0.24504+0.44683i
-0.0757-0.12343i
-0.0060536+0.1984i
0.32727-0.30973i
-0.21686-0.10597i
0.12741-0.046035i
-0.087827+0.11878i
0.11654-0.54335i
1.2377-0.10612i
1.5326+0.692i
1.6827+0.89039i
0.94154+1.2929i
0.93855+1.3174i
1.6712+0.86459i
1.6638+0.70998i
1.3108-0.13723i
0.12891-0.50313i
-0.10636+0.13658i
0.18302-0.087132i
-0.36731-0.23308i
-0.087932+0.34228i
-0.13365-0.054856i
0.19845+0.060352i
-0.43446+0.232i
-0.74471-0.2884i
-0.917-0.71237i
-0.9294-1.0715i
-0.40217-0.8461i
-0.41144-0.86161i
-0.87981-0.98012i
-0.87208-0.64512i
-0.71961-0.23082i
-0.34398+0.23493i
0.2012+0.031165i
-0.17477-0.15147i
-0.18093+0.33629i
