1.4457+1.1206i
1.4965+1.0004i
-0.39787-0.82668i
0.64904+1.001i
0.36776-1.5808i
1.1916+1.3222i
-1.2339-0.54411i
1.1337-0.4412i
-0.12497+1.2464i
-0.63849-0.10286i
-0.3317+0.025664i
0.034023-0.76865i
0.32625-0.8546i
-0.53123+0.41766i
-0.1825+0.76401i
0.19402-0.2462i
0.65818+0.16242i
0.3786-1.5423i
-1.4232+0.23304i
1.4115+0.29267i
-1.2452-1.2478i
